id	src_audio	src_n_frames	tgt_audio	tgt_n_frames
596	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/596.wav	418	71 40 63 93 82 73 74 27 89 78 33 68 19 90 35 5 30 25 37 86 38 44 80 18 85 37 86 97 70 74 27 63 47 33 91 43 6 15 7 23 85 11 64 53 73 16 99 82 73 75 33 13 58 99 90 35 58 32 74 2 3 87 17 19 81 83 84 96 84 63 22 72 20	73
3915	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3915.wav	307	71 40 71 63 93 26 50 69 16 3 77 24 68 37 61 68 44 18 27 31 23 99 82 62 74 27 31 59 53 69 14 76 73 16 99 66 63 31 87 13 58 16 50 42 80 81 6 15 41 84 72 63 72 22 72 22 72 20	58
4002	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4002.wav	235	71 40 63 93 86 9 58 16 50 18 26 24 61 43 74 21 49 95 23 87 5 30 79 81 83 84 72 22 72 20	30
6091	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6091.wav	203	71 40 63 93 47 87 53 17 19 1 60 27 89 59 23 73 16 50 77 94 38 42 44 80 18 6 15 36 41 84 63 22 63 72 20	35
3538	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3538.wav	731	71 93 63 86 68 44 80 18 85 5 30 65 6 36 15 49 92 27 78 48 46 30 70 52 25 11 64 65 6 15 7 87 91 43 42 2 27 41 83 84 63 22 72 20	44
9965	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9965.wav	145	71 40 93 63 31 87 73 65 3 24 51 19 74 27 31 15 36 41 84 72 20	21
7914	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7914.wav	367	71 63 93 15 7 45 64 74 27 47 33 35 68 62 29 6 15 49 92 63 47 33 35 68 43 6 15 7 37 63 86 91 38 44 18 66 21 95 87 24 61 16 77 62 6 15 7 23 73 74 27 47 48 46 30 74 27 47 59 33 35 68 9 1 89 87 42 80 81 83 72 20	72
821	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/821.wav	291	71 93 63 86 68 44 80 85 5 30 65 6 15 36 49 92 63 78 48 46 30 16 50 24 61 68 44 85 73 1 85 5 30 73 16 77 87 91 38 42 81 18 2 15 41 84 63 22 72 20	50
1152	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1152.wav	138	71 40 93 6 95 49 95 87 9 43 3 77 99 2 31 41 83 84 63 22 72 20	22
3727	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3727.wav	202	71 40 93 63 89 53 44 80 85 87 68 97 19 16 18 65 6 15 7 24 61 51 19 35 73 62 1 27 31 59 94 0 79 81 83 84 72 22 72 22 63 72 20	43
2533	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/2533.wav	215	71 40 93 63 86 94 32 64 65 6 15 7 73 16 77 6 15 49 92 63 77 87 94 32 64 1 74 2 15 41 83 84 63 22 72 20	36
9844	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9844.wav	172	71 40 63 93 78 90 35 94 32 64 1 65 3 24 13 58 17 19 81 83 84 63 22 63 72 20	26
7385	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7385.wav	166	71 12 63 93 15 92 90 35 24 13 91 43 6 95 23 37 27 86 68 44 18 85 5 30 65 6 15 49 92 63 78 48 46 30 75 33 17 19 74 2 63 47 3 41 83 84 63 22 72 20	50
7571	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7571.wav	171	71 40 63 93 66 77 87 0 30 25 11 53 73 16 27 47 19 51 19 81 83 63 22 72 20	25
10188	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10188.wav	210	71 40 63 31 36 59 33 24 46 30 1 27 89 53 9 74 2 26 94 32 64 42 16 81 83 63 22 63 22 72 20	31
6381	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6381.wav	141	71 40 93 63 47 59 23 62 29 28 7 87 53 62 65 6 95 23 42 44 80 81 83 84 63 22 63 22 72 20	30
2675	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/2675.wav	233	71 93 63 82 73 74 27 78 33 70 14 76 45 64 44 85 53 73 16 77 75 33 24 46 79 65 74 2 63 2 15 41 83 84 72 22 63 72 20	39
8278	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/8278.wav	178	71 40 63 47 3 52 25 58 94 32 0 48 46 30 25 1 85 11 64 81 83 84 63 22 72 20	26
2917	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/2917.wav	491	71 40 63 93 47 59 33 35 53 32 64 65 6 15 92 82 53 62 1 21 95 87 24 91 13 91 43 74 27 89 73 16 77 75 33 24 46 30 25 65 74 2 15 92 23 26 87 91 9 43 74 89 15 92 31 23 99 82 62 74 27 31 59 33 68 38 44 80 85 73 16 77 75 33 24 46 79 74 2 63 2 15 41 84 72 22 72 22 72 20	90
7360	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7360.wav	143	71 40 71 93 63 86 53 44 80 18 6 15 36 49 92 63 87 68 9 43 74 2 31 23 50 26 87 38 68 16 50 77 5 52 79 25 94 32 81 83 84 72 20	43
5150	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/5150.wav	295	71 93 63 86 91 13 9 1 74 31 23 99 82 62 6 15 7 11 45 64 27 78 14 76 53 44 80 18 15 7 23 44 80 60 70 52 25 97 14 76 87 91 94 58 32 81 83 84 72 20	50
9099	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9099.wav	268	71 12 63 93 86 38 44 80 18 66 21 95 98 45 69 85 87 68 37 27 86 68 44 80 18 85 5 65 6 36 49 92 63 78 48 46 30 75 33 68 97 19 16 80 18 66 27 77 59 94 32 64 1 27 21 95 41 83 72 20	60
8326	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/8326.wav	210	71 40 63 93 47 87 94 32 64 6 15 7 87 53 65 74 27 89 37 53 44 80 18 66 3 52 30 16 50 94 32 65 6 95 23 42 80 81 83 63 22 63 22 72 20	45
9001	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9001.wav	181	71 40 63 47 3 52 24 61 68 9 1 21 28 87 9 74 2 92 26 94 32 42 16 81 83 84 72 20	28
7577	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7577.wav	148	71 40 72 93 6 15 49 92 31 87 24 46 30 85 87 42 1 85 41 83 84 63 22 72 20	25
11253	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/11253.wav	205	71 40 63 3 78 59 52 25 45 64 77 11 64 53 87 9 62 6 15 7 37 86 68 44 80 85 5 65 6 15 49 92 63 78 48 46 30 65 75 53 62 29 6 15 49 92 31 5 30 25 11 64 81 83 84 72 20	57
216	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/216.wav	146	71 40 93 63 86 91 9 16 3 77 52 25 11 45 64 99 27 3 87 94 88 81 10 83 84 63 22 72 20	29
6402	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6402.wav	442	71 12 93 12 15 7 60 70 14 24 61 43 74 2 27 47 41 83 84 22 72 40 63 86 94 32 64 74 21 95 49 15 92 90 35 91 43 6 95 41 83 63 84 22 72 40 63 93 15 7 11 45 64 81 83 84 22 72 20	59
8782	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/8782.wav	196	71 40 93 47 52 25 24 61 68 9 1 21 28 87 9 74 2 63 31 5 52 25 68 43 74 2 27 31 5 30 25 11 64 81 83 84 72 22 72 20	40
9488	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9488.wav	135	71 40 63 31 59 53 69 97 81 83 84 63 22 72 20	15
2600	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/2600.wav	273	71 40 63 86 68 44 80 18 27 31 98 45 69 99 82 87 73 90 35 91 43 6 15 92 60 50 25 42 69 79 97 81 3 41 83 84 63 22 72 22 72 20	42
1506	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1506.wav	175	71 40 63 78 33 14 76 9 74 27 89 6 15 7 23 73 19 90 35 68 91 43 74 2 31 41 83 63 22 72 20	31
9949	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9949.wav	188	71 40 93 15 36 7 73 19 90 35 68 9 43 74 2 31 60 92 63 3 52 25 97 16 66 78 52 25 38 42 16 81 83 84 63 22 72 20	38
9621	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9621.wav	181	71 93 63 93 26 87 97 19 74 27 47 52 24 61 9 1 21 87 9 43 74 27 78 99 90 35 97 9 1 85 42 1 66 41 83 84 63 22 72 20	40
163	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/163.wav	755	71 63 86 91 43 89 2 15 7 23 5 65 6 15 7 87 13 58 9 29 28 7 5 30 74 27 89 78 33 61 43 74 2 47 77 11 0 52 25 13 58 32 74 27 89 78 33 61 43 74 27 47 98 0 52 25 58 32 64 74 2 27 63 31 59 69 99 82 87 17 68 29 28 23 44 80 18 6 15 7 87 42 74 27 89 6 15 41 84 96 55 39 67 54 63 40 63 31 59 69 65 99 82 87 17 68 29 28 23 44 80 18 6 15 7 87 91 9 16 77 87 38 44 80 37 13 58 32 16 1 47 11 45 64 53 87 38 16 18 66 27 78 48 46 30 74 27 47 52 25 94 32 65 6 95 23 42 80 81 83 84 96 55 39 67 54 63 40 63 93 47 11 45 64 53 87 43 6 15 92 31 11 64 81 83 72 63 72 20	189
11340	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/11340.wav	158	71 93 63 86 38 9 85 53 62 1 85 5 30 65 6 15 7 53 44 80 18 31 59 33 91 43 27 89 6 15 7 10 75 33 13 58 32 9 90 35 58 32 1 85 11 88 18 6 15 92 63 31 87 24 13 58 42 19 29 6 15 41 83 84 22 63 22 72 20	69
826	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/826.wav	141	71 40 93 15 7 87 48 46 30 79 65 6 15 41 84 63 96 55 4 72 40 20	22
11169	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/11169.wav	197	71 40 63 93 33 68 19 74 27 82 24 61 68 43 74 27 47 77 52 25 94 32 65 6 95 23 42 80 81 18 81 6 15 41 84 63 72 20	38
10524	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10524.wav	235	71 40 63 47 78 52 25 24 61 68 9 1 74 21 95 87 9 74 2 27 31 23 73 3 48 24 51 19 74 27 2 15 41 84 63 72 20	37
8391	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/8391.wav	233	71 12 71 12 63 93 3 77 24 13 58 32 64 44 18 85 87 68 44 80 18 85 5 65 6 15 49 60 92 78 48 46 30 74 27 63 47 59 52 25 11 45 64 16 77 11 64 87 42 43 6 15 41 83 72 20	56
5186	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/5186.wav	512	71 40 63 93 47 59 33 35 53 32 64 65 6 15 92 82 73 74 27 89 59 53 88 87 73 16 77 75 33 24 46 30 25 62 1 74 2 15 92 26 87 91 43 74 89 6 15 49 92 31 23 99 82 73 74 27 78 33 70 14 76 11 64 80 85 73 16 77 75 33 24 46 79 42 74 2 63 2 15 41 83 72 63 22 72 22 72 20	88
8475	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/8475.wav	313	71 93 63 31 87 91 9 43 75 33 17 19 16 74 27 63 3 33 14 35 68 9 1 27 89 53 44 80 18 3 52 30 37 86 38 44 80 18 66 21 28 23 11 0 69 1 85 87 24 13 79 81 83 72 20	55
9832	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9832.wav	313	71 63 93 15 7 45 64 74 27 47 90 35 68 9 6 15 92 63 47 59 35 68 43 6 15 92 90 35 24 91 43 6 95 92 63 21 87 24 61 68 16 77 68 37 86 62 29 6 15 7 23 62 6 15 92 31 87 42 80 18 2 15 41 84 72 22 72 20	68
9280	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9280.wav	126	71 40 72 63 47 52 24 61 68 43 74 27 77 52 30 85 11 64 29 6 15 41 83 84 63 22 63 22 72 20	30
8290	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/8290.wav	218	71 40 63 93 26 87 68 97 65 1 66 31 87 94 32 64 2 27 31 41 83 84 63 22 63 72 20	27
4921	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4921.wav	232	71 40 63 86 68 73 16 66 47 87 24 61 68 43 99 2 82 62 6 15 92 27 89 87 94 32 42 16 50 81 83 84 63 22 63 72 20	37
6238	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6238.wav	227	71 40 63 93 47 52 25 53 32 74 2 63 47 59 33 14 76 44 80 85 37 24 61 68 16 27 47 52 25 94 32 65 95 23 42 80 81 18 15 41 84 63 22 63 22 72 20	47
7130	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7130.wav	212	71 40 93 70 52 25 69 48 51 19 90 26 87 94 32 42 16 81 83 84 63 22 63 22 72 20	26
4071	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4071.wav	386	71 93 63 93 50 87 24 13 91 9 43 74 2 21 95 49 99 92 82 62 74 27 31 59 33 24 61 43 74 2 63 31 59 53 69 65 74 27 78 33 24 46 30 9 1 28 23 73 16 99 66 82 73 70 14 76 94 32 42 65 6 15 92 41 84 63 22 63 22 63 72 20	72
6416	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6416.wav	337	71 40 93 15 7 73 90 35 9 43 74 2 63 31 37 63 86 51 19 74 27 31 59 33 91 43 74 2 6 15 92 31 23 44 80 11 64 87 91 9 85 42 1 85 5 79 81 84 72 63 72 20	52
10134	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10134.wav	201	71 40 63 86 68 97 19 76 99 3 77 98 87 24 61 46 79 81 83 63 72 20	22
4884	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4884.wav	1571	71 40 63 93 47 33 52 30 65 6 15 7 87 68 38 44 18 66 2 27 63 31 11 64 81 83 72 20	28
2741	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/2741.wav	377	71 63 93 50 69 16 77 76 24 68 37 24 61 68 44 18 31 23 99 82 62 1 74 27 31 59 33 91 38 9 44 80 85 73 16 77 75 33 24 46 79 74 2 63 2 15 41 84 72 22 72 20	52
3157	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3157.wav	268	71 40 63 93 3 59 33 35 94 32 53 1 27 31 23 73 74 3 52 30 25 88 18 27 89 87 94 38 32 42 16 81 83 84 63 72 22 72 20	39
2908	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/2908.wav	492	71 40 63 47 59 33 35 11 64 65 6 15 92 82 62 1 74 63 27 31 59 69 14 76 73 16 3 77 75 33 24 61 46 30 25 1 74 27 2 15 7 23 26 87 91 43 74 89 15 92 31 23 99 1 82 11 64 37 94 32 65 6 15 7 73 16 77 75 33 24 46 79 74 2 63 2 15 41 84 72 20	81
8342	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/8342.wav	296	71 93 63 86 53 16 18 27 47 90 35 73 16 50 77 87 38 9 44 80 2 63 27 3 33 35 24 68 9 1 27 89 87 38 44 80 85 37 53 44 18 27 31 59 5 30 65 3 77 94 32 65 6 15 7 42 29 6 15 41 84 63 22 72 22 72 20	67
5796	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/5796.wav	218	71 40 71 40 63 93 31 87 53 19 35 73 1 74 27 89 78 33 24 61 46 79 1 85 83 84 96 55 63 55 72 20	32
632	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/632.wav	141	71 40 72 93 86 13 58 32 1 27 31 87 11 45 64 81 10 83 84 63 22 72 20	23
6713	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6713.wav	1592	71 40 93 63 31 98 69 65 1 66 31 87 94 32 64 74 27 31 41 83 84 63 22 72 20	25
11553	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/11553.wav	431	71 63 93 3 77 94 53 17 19 1 2 27 31 23 74 27 78 52 25 11 64 32 64 74 3 24 58 32 65 3 77 97 65 3 24 13 58 17 19 44 80 26 94 32 16 18 31 60 92 63 47 52 30 62 65 6 15 7 87 91 38 44 18 31 23 87 42 91 42 43 6 15 36 41 84 72 22 72 22 72 40 63 82 73 74 27 47 52 25 97 16 74 78 52 25 0 38 17 16 50 14 19 70 52 25 24 13 68 38 44 80 60 70 14 76 99 82 87 91 17 61 9 85 62 1 27 31 59 33 30 16 50 77 42 44 85 24 19 51 19 81 83 72 22 72 20	146
723	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/723.wav	1596	71 12 86 91 43 74 89 6 15 7 5 30 65 6 15 7 87 13 58 9 29 28 5 30 74 27 78 59 76 9 1 66 18 26 24 61 43 2 15 7 11 45 64 1 82 11 64 87 91 61 43 74 2 99 35 73 74 27 89 59 94 32 65 6 95 23 44 80 18 29 28 87 68 44 80 98 5 30 1 31 87 68 43 6 15 92 2 92 63 31 59 33 24 61 43 74 2 63 2 3 41 72 22 72 22 72 40 63 40 63 93 98 69 16 50 77 68 43 6 15 92 31 37 86 53 44 80 26 94 32 64 16 66 77 19 1 66 31 87 91 43 6 15 92 2 63 31 59 33 24 61 43 74 2 47 77 9 74 89 15 7 87 68 43 6 15 7 23 73 1 77 87 17 19 90 35 42 9 1 85 11 64 65 74 27 31 23 73 3 77 53 74 89 6 15 92 82 62 6 15 28 92 27 47 52 24 61 16 47 19 35 42 16 50 81 83 84 72 22 72 40 63 93 31 45 98 69 14 68 44 85 94 32 44 80 26 94 32 64 16 77 19 35 9 74 26 87 91 17 19 81 84 72 22 72 20	256
9495	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9495.wav	148	71 40 63 93 50 24 68 97 19 76 1 85 31 41 83 84 63 22 72 20	20
6168	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6168.wav	208	71 40 71 63 86 68 44 18 85 5 30 65 6 15 49 60 92 27 78 48 46 30 65 6 95 87 97 19 90 35 24 61 42 16 74 27 89 83 84 63 22 63 72 20	44
2667	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/2667.wav	236	71 93 82 73 65 3 48 46 30 25 73 16 77 75 33 24 46 79 74 2 63 2 15 41 83 84 63 22 63 22 72 20	32
5878	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/5878.wav	211	71 93 63 31 45 53 97 19 29 28 90 35 68 43 3 99 92 63 31 41 10 83 84 22 40 63 40 27 86 94 32 81 83 72 20	35
3480	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3480.wav	196	71 40 93 63 82 62 6 15 7 87 53 74 89 6 15 7 87 73 16 77 99 66 63 31 87 24 13 58 32 16 50 77 42 80 18 6 15 41 84 72 20	41
8685	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/8685.wav	136	71 40 72 40 3 63 3 77 24 13 58 87 17 19 81 83 84 83 84 63 22 72	22
9142	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9142.wav	172	71 40 63 93 78 90 35 94 32 64 1 65 3 24 13 58 17 19 81 83 84 63 22 63 72 20	26
9541	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9541.wav	195	71 40 63 78 59 33 30 25 38 53 44 18 74 27 31 23 73 65 3 77 24 51 19 74 2 63 31 59 33 24 46 30 1 27 89 87 42 63 85 83 84 72 20	43
1078	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1078.wav	165	71 93 86 53 65 74 89 65 6 15 49 92 31 87 24 68 38 44 80 18 2 15 41 84 63 22 63 22 72 20	30
4699	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4699.wav	263	71 40 71 93 63 93 47 52 30 62 65 6 15 7 87 68 38 44 80 18 2 31 23 37 63 86 91 43 6 15 7 24 61 68 44 18 27 31 59 33 24 61 16 27 77 90 35 42 97 81 83 72 20	53
3329	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3329.wav	551	71 63 93 14 76 44 80 60 14 76 99 82 87 17 9 85 23 62 6 15 49 92 31 87 94 32 64 65 74 27 47 3 90 35 5 79 81 83 84 96 55 39 67 54 63 86 9 62 6 15 36 15 49 92 31 87 94 32 64 74 27 47 19 37 27 86 91 38 44 80 18 85 23 73 70 52 69 19 90 35 5 30 70 14 19 70 14 46 79 2 63 89 78 41 83 72 20	97
6524	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6524.wav	257	71 40 63 89 78 33 68 61 68 16 18 27 31 33 91 43 74 2 31 95 60 3 48 51 19 1 31 87 94 88 81 83 84 63 22 72 20	37
2732	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/2732.wav	380	71 63 93 50 69 16 3 77 76 68 37 24 61 68 44 18 31 23 99 1 82 11 64 94 32 65 6 15 7 23 73 16 77 75 33 24 46 79 65 74 2 27 63 2 15 41 83 22 63 72 22 72 20	53
1721	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1721.wav	1046	71 63 93 98 65 95 23 76 9 85 75 68 9 16 77 52 30 62 65 6 15 7 11 45 64 16 77 99 31 23 73 74 27 89 78 33 61 43 74 27 47 11 64 53 73 16 99 27 82 73 1 66 26 98 69 1 66 21 87 68 44 80 85 5 52 25 19 74 27 47 33 68 16 99 90 35 73 74 27 78 90 35 58 32 65 6 15 7 87 42 44 80 18 15 10 37 63 86 51 19 90 35 24 61 44 80 88 14 76 99 82 23 62 6 15 49 92 63 47 52 25 97 16 27 78 52 79 25 38 42 16 81 83 72 22 72 40 63 93 86 53 65 3 77 92 26 24 61 68 43 2 10 15 7 11 64 81 83 84 72 22 72 20	163
14	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/14.wav	258	71 40 63 93 75 33 13 58 32 1 66 27 3 47 52 25 13 58 32 16 77 53 9 85 37 86 91 43 74 27 21 5 30 66 27 77 98 69 42 1 74 63 2 15 41 84 63 22 72 20	50
3226	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3226.wav	193	71 40 63 31 59 33 91 38 9 44 80 85 73 16 77 99 27 78 33 35 68 42 16 1 66 99 6 15 41 84 72 63 22 63 72 20	36
10986	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10986.wav	155	71 63 86 68 44 80 18 85 5 30 65 6 36 15 49 92 27 78 48 46 30 74 27 89 59 23 44 80 18 66 31 87 53 62 65 95 23 42 80 81 83 84 63 22 72 20	46
1881	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1881.wav	213	71 40 63 93 99 60 52 25 11 53 62 73 65 6 15 49 92 27 47 77 94 32 64 1 66 2 15 41 84 72 20	31
5775	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/5775.wav	615	71 12 63 86 53 65 3 98 69 60 70 52 25 11 45 64 37 27 86 91 9 16 77 30 90 35 24 61 43 6 15 36 92 23 37 27 86 38 9 44 85 73 19 90 35 24 68 97 44 80 85 53 44 80 82 73 70 14 76 68 42 9 1 66 15 41 10 63 93 75 33 68 1 27 89 53 62 1 27 21 95 59 52 25 11 64 81 83 84 63 96 55 72 20	94
7282	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7282.wav	133	71 12 93 90 35 13 58 32 44 18 27 47 3 52 30 65 6 15 7 87 68 38 9 44 80 18 66 63 31 11 45 64 74 27 89 59 33 0 30 65 74 2 31 5 30 16 27 47 52 30 65 6 15 7 87 38 44 18 2 63 31 11 64 81 10 40 63 47 52 30 65 6 15 7 87 38 44 80 18 31 37 86 91 43 6 15 41 84 72 22 72 20	92
2637	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/2637.wav	202	71 40 71 93 63 82 11 45 64 37 94 32 65 6 15 7 23 73 16 77 60 27 78 33 35 68 42 16 66 77 6 15 41 83 72 22 72 20	38
7021	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7021.wav	1648	71 40 63 86 68 44 80 85 5 30 65 6 15 36 49 92 27 78 48 46 30 25 24 91 13 42 9 1 85 10 83 84 63 22 72 20	36
11391	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/11391.wav	172	71 93 63 86 68 44 18 85 5 30 65 6 15 36 49 92 27 78 48 46 30 37 97 16 74 27 47 52 25 42 44 80 81 83 63 22 63 22 72 20	40
11228	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/11228.wav	240	71 40 63 78 33 68 61 68 16 50 18 77 5 30 1 85 37 27 63 98 45 53 87 68 97 70 14 87 91 17 19 74 27 15 59 23 73 87 68 17 19 90 35 91 43 6 3 41 83 72 20	51
4951	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4951.wav	176	71 40 63 82 73 30 70 52 25 91 9 1 66 27 21 28 95 87 97 74 27 89 5 79 81 83 84 63 22 63 22 72 20	33
1345	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1345.wav	338	71 93 63 93 52 73 65 3 52 25 91 43 6 95 23 37 68 44 80 18 85 5 30 65 6 36 49 92 63 78 48 46 30 1 80 26 87 68 97 81 1 27 31 41 83 84 72 20	48
7497	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7497.wav	242	71 93 63 93 82 73 74 27 47 59 53 74 89 6 15 92 63 47 87 24 68 43 3 2 27 31 59 23 5 30 52 25 24 68 38 44 80 18 85 5 79 81 83 84 72 22 72 63 72 20	50
9825	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9825.wav	280	71 93 63 86 53 44 80 26 94 32 64 16 47 19 65 27 89 59 33 97 76 1 85 27 63 89 59 23 73 16 18 27 3 90 35 11 64 65 6 95 7 87 42 81 83 72 22 72 20	49
6239	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6239.wav	135	71 40 93 66 77 87 17 19 35 98 53 69 97 81 83 63 84 63 22 72 20	21
4470	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4470.wav	243	71 63 93 50 77 69 16 3 77 76 68 37 61 68 44 18 27 31 23 99 82 73 62 99 3 99 60 52 25 11 32 53 73 16 77 75 33 24 46 79 74 2 63 2 15 41 83 72 22 63 72 20	52
2012	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/2012.wav	243	71 93 63 93 82 62 99 3 99 60 52 25 11 64 53 73 16 77 75 33 24 46 79 42 74 2 63 2 15 41 84 63 22 72 20	35
5785	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/5785.wav	371	71 40 63 93 98 69 48 46 30 65 6 15 7 87 5 30 65 74 27 21 95 23 88 18 3 52 30 73 65 3 48 46 79 81 83 84 72 22 63 22 72 20	42
9036	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9036.wav	148	71 40 63 93 6 15 36 49 92 31 87 24 46 30 1 85 5 79 81 83 63 22 72 20	24
5552	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/5552.wav	282	71 93 63 86 53 44 80 18 6 15 49 92 31 87 24 51 19 65 74 27 63 78 33 24 46 30 1 66 27 82 87 11 64 42 16 81 18 81 6 15 41 84 72 22 72 63 22 72 20	49
11043	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/11043.wav	185	71 93 63 86 68 44 80 85 5 65 6 15 49 92 27 78 48 46 30 1 66 27 89 87 97 65 74 27 31 59 69 14 76 73 1 27 21 52 25 91 43 6 15 41 83 84 63 22 72 20	50
10967	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10967.wav	202	71 40 63 78 59 90 35 68 38 88 89 37 86 38 44 85 73 19 90 14 35 13 58 32 29 28 5 79 81 83 84 72 20	33
9571	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9571.wav	142	71 40 63 31 23 73 90 35 11 45 64 74 27 31 15 41 83 84 63 22 72 20	22
